0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0471975511965976,0.0,1.0471542501068338,-0.008660181867031005,1.047024349002753,-0.01731993067806157,1.0468078543808448,-0.025978813203921598,1.046504777071477,-0.03463639586920765,1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.0471542501068338,-0.008660181867031005,1.047024349002753,-0.01731993067806157,1.0468078543808448,-0.025978813203921598,1.046504777071477,-0.03463639586920765,1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908
1.0471542501068338,-0.008660181867031005,1.047024349002753,-0.01731993067806157,1.0468078543808448,-0.025978813203921598,1.046504777071477,-0.03463639586920765,1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.047024349002753,-0.01731993067806157,1.0468078543808448,-0.025978813203921598,1.046504777071477,-0.03463639586920765,1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947
1.047024349002753,-0.01731993067806157,1.0468078543808448,-0.025978813203921598,1.046504777071477,-0.03463639586920765,1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0468078543808448,-0.025978813203921598,1.046504777071477,-0.03463639586920765,1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937
1.0468078543808448,-0.025978813203921598,1.046504777071477,-0.03463639586920765,1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.046504777071477,-0.03463639586920765,1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478
1.046504777071477,-0.03463639586920765,1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423
1.0461151322432236,-0.04329224457943162,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423,1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423,1.0374639266003267,-0.12965914845163232
1.0456389394089176,-0.05194592454848784,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423,1.0374639266003267,-0.12965914845163232,1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423,1.0374639266003267,-0.12965914845163232,1.0361242904088594,-0.13826695342760723
1.0450762224334285,-0.06059700012654507,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423,1.0374639266003267,-0.12965914845163232,1.0361242904088594,-0.13826695342760723,1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423,1.0374639266003267,-0.12965914845163232,1.0361242904088594,-0.13826695342760723,1.0346986110172471,-0.14686771266338694
1.0444270095431578,-0.06924503462846984,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423,1.0374639266003267,-0.12965914845163232,1.0361242904088594,-0.13826695342760723,1.0346986110172471,-0.14686771266338694,1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423,1.0374639266003267,-0.12965914845163232,1.0361242904088594,-0.13826695342760723,1.0346986110172471,-0.14686771266338694,1.0331869611619833,-0.15546096987769975
1.0436913333372475,-0.0778895901628879,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423,1.0374639266003267,-0.12965914845163232,1.0361242904088594,-0.13826695342760723,1.0346986110172471,-0.14686771266338694,1.0331869611619833,-0.15546096987769975,1.042869230800494,-0.0865302274619908,1.04196074331796,-0.0951665057121947,1.0409659166912748,-0.10379798238575937,1.0398848011566137,-0.11242421307347478,1.038717451404344,-0.12104475131852423,1.0374639266003267,-0.12965914845163232,1.0361242904088594,-0.13826695342760723,1.0346986110172471,-0.14686771266338694,1.0331869611619833,-0.15546096987769975,1.0315894181565266,-0.16404626593244956
