Pendulum Angle (rad),Angular Velocity (rad/s),Pendulum Angle next (rad),Angular Velocity next (rad/s)
1.308996938995747,0.0,1.308948642808604,-0.00965921659340771
1.308948642808604,-0.00965921659340771,1.3088037554973955,-0.019318183120843428
1.3088037554973955,-0.019318183120843428,1.3085622808141006,-0.028976649252464945
1.3085622808141006,-0.028976649252464945,1.3082242250164158,-0.03863436413076646
1.3082242250164158,-0.03863436413076646,1.3077895968743487,-0.04829107610693906
1.3077895968743487,-0.04829107610693906,1.3072584076794498,-0.05794653247746238
1.3072584076794498,-0.05794653247746238,1.3066306712566744,-0.06760047922100512
1.3066306712566744,-0.06760047922100512,1.3059064039788753,-0.07725266073571271
1.3059064039788753,-0.07725266073571271,1.305085624783919,-0.086902819576961
1.305085624783919,-0.086902819576961,1.3041683551944234,-0.0965506961956559
1.3041683551944234,-0.0965506961956559,1.303154619340107,-0.10619602867715969
1.303154619340107,-0.10619602867715969,1.3020444439827479,-0.1158385524809258
1.3020444439827479,-0.1158385524809258,1.3008378585437412,-0.12547800018092534
1.3008378585437412,-0.12547800018092534,1.2995348951342482,-0.13511410120694978
1.2995348951342482,-0.13511410120694978,1.298135588587927,-0.1447465815868757
1.298135588587927,-0.1447465815868757,1.2966399764962369,-0.15437516368997947
1.2966399764962369,-0.15437516368997947,1.2950480992463023,-0.163999565971391
1.2950480992463023,-0.163999565971391,1.2933600000613277,-0.17361950271777812
1.2933600000613277,-0.17361950271777812,1.2915757250435476,-0.1832346837943545
1.2915757250435476,-0.1832346837943545,1.2896953232197006,-0.1928448143933069
1.2896953232197006,-0.1928448143933069,1.2877188465890113,-0.20244959478373908
1.2877188465890113,-0.20244959478373908,1.2856463501736641,-0.2120487200632327
1.2856463501736641,-0.2120487200632327,1.2834778920717544,-0.2216418799111272
1.2834778920717544,-0.2216418799111272,1.2812135335126964,-0.2312287583436241
1.2812135335126964,-0.2312287583436241,1.2788533389150711,-0.24080903347082327
1.2788533389150711,-0.24080903347082327,1.2763973759468938,-0.2503823772558013
1.2763973759468938,-0.2503823772558013,1.27384571558828,-0.25994845527584587
1.27384571558828,-0.25994845527584587,1.2711984321964875,-0.26950692648596164
1.2711984321964875,-0.26950692648596164,1.268455603573312,-0.2790574429847677
